Item,Variable,Substance,Tier,Field_Type,Gate_Variable,Gate_Value,Choice_Set,Text
439,hsum_sed_with22,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Anger or Irritability"
440,hsum_sed_with23,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Trouble concentrating"
441,hsum_sed_with24,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Trouble paying attention"
442,hsum_sed_with25,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Trouble thinking clearly"
443,hsum_sed_with26,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Restlessness"
444,hsum_sed_with27,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Seeing things that weren't really there"
445,hsum_sed_with28,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Feeling things that weren't really there"
446,hsum_sed_with29,Sedatives,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Hearing things that weren't really there"
447,hsum_sed_with30,Sedatives,Symptom - Withdrawal (appetite or sleeping),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Decreased appetite"
448,hsum_sed_with31,Sedatives,Symptom - Withdrawal (appetite or sleeping),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Increased appetite"
449,hsum_sed_with32,Sedatives,Symptom - Withdrawal (appetite or sleeping),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Sleeping too much"
450,hsum_sed_with33,Sedatives,Symptom - Withdrawal (appetite or sleeping),radio,hsum_sed_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of sedatives or sleeping pills, I experienced: Insomnia or trouble sleeping"
451,hsum_hal_sud01,Hallucinogens,Symptom - SUD (craving),radio,hsum_hal_freq,>= 3,symptom_4pt,Reminders of hallucinogens gave me a strong urge to use hallucinogens.
452,hsum_hal_sud02,Hallucinogens,Symptom - SUD (craving),radio,hsum_hal_freq,>= 3,symptom_4pt,I craved hallucinogens.
453,hsum_hal_sud03,Hallucinogens,Symptom - SUD (craving),radio,hsum_hal_freq,>= 3,symptom_4pt,I had strong desires to use hallucinogens.
454,hsum_hal_sud04,Hallucinogens,Symptom - SUD (hazardous use),radio,hsum_hal_freq,>= 3,symptom_4pt,I drove a car while intoxicated under the influence of hallucinogens.
455,hsum_hal_sud05,Hallucinogens,Symptom - SUD (hazardous use),radio,hsum_hal_freq,>= 3,symptom_4pt,"When I was under the influence of hallucinogens, I was in a situation where I could have gotten hurt (e.g., when riding a bicycle, swimming, operating machinery)."
456,hsum_hal_sud06,Hallucinogens,Symptom - SUD (hazardous use),radio,hsum_hal_freq,>= 3,symptom_4pt,I damaged something valuable while using hallucinogens.
457,hsum_hal_sud07,Hallucinogens,Symptom - SUD (hazardous use),radio,hsum_hal_freq,>= 3,symptom_4pt,I did risky or dangerous things while using hallucinogens that I would not have done sober.
458,hsum_hal_sud08,Hallucinogens,Symptom - SUD (impaired control),radio,hsum_hal_freq,>= 3,symptom_4pt,I was not able to cut back on using hallucinogens when I wanted to.
459,hsum_hal_sud09,Hallucinogens,Symptom - SUD (impaired control),radio,hsum_hal_freq,>= 3,symptom_4pt,I used too much hallucinogens.
460,hsum_hal_sud10,Hallucinogens,Symptom - SUD (impaired control),radio,hsum_hal_freq,>= 3,symptom_4pt,"I tried to use hallucinogens only at certain times, but it did not work for long."
461,hsum_hal_sud11,Hallucinogens,Symptom - SUD (impaired control),radio,hsum_hal_freq,>= 3,symptom_4pt,I got high on hallucinogens despite previously deciding not to.
462,hsum_hal_sud12,Hallucinogens,Symptom - SUD (role interference),radio,hsum_hal_freq,>= 3,symptom_4pt,I continued to use hallucinogens even though it made my performance at work suffer.
463,hsum_hal_sud13,Hallucinogens,Symptom - SUD (role interference),radio,hsum_hal_freq,>= 3,symptom_4pt,"Using hallucinogens or being sick from using hallucinogens got in the way of my taking care of myself, my home, or my family."
464,hsum_hal_sud14,Hallucinogens,Symptom - SUD (role interference),radio,hsum_hal_freq,>= 3,symptom_4pt,"I missed work, school, or other obligations because I was getting over the effects of using hallucinogens."
465,hsum_hal_sud15,Hallucinogens,Symptom - SUD (tolerance),radio,hsum_hal_freq,>= 3,symptom_4pt,"Over time, I needed to use more hallucinogens to get the same effect."
466,hsum_hal_sud16,Hallucinogens,Symptom - SUD (tolerance),radio,hsum_hal_freq,>= 3,symptom_4pt,I've noticed that using hallucinogens does not have the same effect that it used to have.
467,hsum_hal_sud17,Hallucinogens,Symptom - SUD (tolerance),radio,hsum_hal_freq,>= 3,symptom_4pt,I used hallucinogens a lot more than others before feeling high.
468,hsum_hal_with01,Hallucinogens,Symptom - Withdrawal (bodily sensations),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Goose bumps"
469,hsum_hal_with02,Hallucinogens,Symptom - Withdrawal (bodily sensations),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Heart racing"
470,hsum_hal_with03,Hallucinogens,Symptom - Withdrawal (bodily sensations),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Muscle aches"
471,hsum_hal_with04,Hallucinogens,Symptom - Withdrawal (bodily sensations),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Physical shakes"
472,hsum_hal_with05,Hallucinogens,Symptom - Withdrawal (bodily sensations),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Seizures"
473,hsum_hal_with06,Hallucinogens,Symptom - Withdrawal (bodily sensations),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Sweating"
474,hsum_hal_with07,Hallucinogens,Symptom - Withdrawal (digestive problems),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Constipation"
475,hsum_hal_with08,Hallucinogens,Symptom - Withdrawal (digestive problems),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Diarrhea"
476,hsum_hal_with09,Hallucinogens,Symptom - Withdrawal (digestive problems),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Nausea or Vomiting"
477,hsum_hal_with10,Hallucinogens,Symptom - Withdrawal (face or head),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Coughing"
478,hsum_hal_with11,Hallucinogens,Symptom - Withdrawal (face or head),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Dilated pupils"
479,hsum_hal_with12,Hallucinogens,Symptom - Withdrawal (face or head),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Dry mouth"
480,hsum_hal_with13,Hallucinogens,Symptom - Withdrawal (face or head),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Fever"
481,hsum_hal_with14,Hallucinogens,Symptom - Withdrawal (face or head),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Headaches or Migraines"
482,hsum_hal_with15,Hallucinogens,Symptom - Withdrawal (face or head),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Mouth sores"
483,hsum_hal_with16,Hallucinogens,Symptom - Withdrawal (face or head),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Runny nose"
484,hsum_hal_with17,Hallucinogens,Symptom - Withdrawal (face or head),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Teary eyes"
485,hsum_hal_with18,Hallucinogens,Symptom - Withdrawal (face or head),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Yawning"
486,hsum_hal_with19,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Anxiety or Nervousness"
487,hsum_hal_with20,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Depression or Sadness"
488,hsum_hal_with21,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Trouble enjoying things"
489,hsum_hal_with22,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Anger or Irritability"
490,hsum_hal_with23,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Trouble concentrating"
491,hsum_hal_with24,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Trouble paying attention"
492,hsum_hal_with25,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Trouble thinking clearly"
493,hsum_hal_with26,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Restlessness"
494,hsum_hal_with27,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Seeing things that weren't really there"
495,hsum_hal_with28,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Feeling things that weren't really there"
496,hsum_hal_with29,Hallucinogens,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Hearing things that weren't really there"
497,hsum_hal_with30,Hallucinogens,Symptom - Withdrawal (appetite or sleeping),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Decreased appetite"
498,hsum_hal_with31,Hallucinogens,Symptom - Withdrawal (appetite or sleeping),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Increased appetite"
499,hsum_hal_with32,Hallucinogens,Symptom - Withdrawal (appetite or sleeping),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Sleeping too much"
500,hsum_hal_with33,Hallucinogens,Symptom - Withdrawal (appetite or sleeping),radio,hsum_hal_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of hallucinogens, I experienced: Insomnia or trouble sleeping"
501,hsum_sop_sud01,Street opioids,Symptom - SUD (craving),radio,hsum_sop_freq,>= 3,symptom_4pt,Reminders of street opioids gave me a strong urge to use street opioids.
502,hsum_sop_sud02,Street opioids,Symptom - SUD (craving),radio,hsum_sop_freq,>= 3,symptom_4pt,I craved street opioids.
503,hsum_sop_sud03,Street opioids,Symptom - SUD (craving),radio,hsum_sop_freq,>= 3,symptom_4pt,I had strong desires to use street opioids.
504,hsum_sop_sud04,Street opioids,Symptom - SUD (hazardous use),radio,hsum_sop_freq,>= 3,symptom_4pt,I drove a car while intoxicated under the influence of street opioids.
505,hsum_sop_sud05,Street opioids,Symptom - SUD (hazardous use),radio,hsum_sop_freq,>= 3,symptom_4pt,"When I was under the influence of street opioids, I was in a situation where I could have gotten hurt (e.g., when riding a bicycle, swimming, operating machinery)."
506,hsum_sop_sud06,Street opioids,Symptom - SUD (hazardous use),radio,hsum_sop_freq,>= 3,symptom_4pt,I damaged something valuable while using street opioids.
507,hsum_sop_sud07,Street opioids,Symptom - SUD (hazardous use),radio,hsum_sop_freq,>= 3,symptom_4pt,I did risky or dangerous things while using street opioids that I would not have done sober.
508,hsum_sop_sud08,Street opioids,Symptom - SUD (impaired control),radio,hsum_sop_freq,>= 3,symptom_4pt,I was not able to cut back on using street opioids when I wanted to.
509,hsum_sop_sud09,Street opioids,Symptom - SUD (impaired control),radio,hsum_sop_freq,>= 3,symptom_4pt,I used too much street opioids.
510,hsum_sop_sud10,Street opioids,Symptom - SUD (impaired control),radio,hsum_sop_freq,>= 3,symptom_4pt,"I tried to use street opioids only at certain times, but it did not work for long."
511,hsum_sop_sud11,Street opioids,Symptom - SUD (impaired control),radio,hsum_sop_freq,>= 3,symptom_4pt,I got high on street opioids despite previously deciding not to.
512,hsum_sop_sud12,Street opioids,Symptom - SUD (role interference),radio,hsum_sop_freq,>= 3,symptom_4pt,I continued to use street opioids even though it made my performance at work suffer.
513,hsum_sop_sud13,Street opioids,Symptom - SUD (role interference),radio,hsum_sop_freq,>= 3,symptom_4pt,"Using street opioids or being sick from using street opioids got in the way of my taking care of myself, my home, or my family."
514,hsum_sop_sud14,Street opioids,Symptom - SUD (role interference),radio,hsum_sop_freq,>= 3,symptom_4pt,"I missed work, school, or other obligations because I was getting over the effects of using street opioids."
515,hsum_sop_sud15,Street opioids,Symptom - SUD (tolerance),radio,hsum_sop_freq,>= 3,symptom_4pt,"Over time, I needed to use more street opioids to get the same effect."
516,hsum_sop_sud16,Street opioids,Symptom - SUD (tolerance),radio,hsum_sop_freq,>= 3,symptom_4pt,I've noticed that using street opioids does not have the same effect that it used to have.
517,hsum_sop_sud17,Street opioids,Symptom - SUD (tolerance),radio,hsum_sop_freq,>= 3,symptom_4pt,I used street opioids a lot more than others before feeling high.
518,hsum_sop_with01,Street opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Goose bumps"
519,hsum_sop_with02,Street opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Heart racing"
520,hsum_sop_with03,Street opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Muscle aches"
521,hsum_sop_with04,Street opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Physical shakes"
522,hsum_sop_with05,Street opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Seizures"
523,hsum_sop_with06,Street opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Sweating"
524,hsum_sop_with07,Street opioids,Symptom - Withdrawal (digestive problems),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Constipation"
525,hsum_sop_with08,Street opioids,Symptom - Withdrawal (digestive problems),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Diarrhea"
526,hsum_sop_with09,Street opioids,Symptom - Withdrawal (digestive problems),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Nausea or Vomiting"
527,hsum_sop_with10,Street opioids,Symptom - Withdrawal (face or head),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Coughing"
528,hsum_sop_with11,Street opioids,Symptom - Withdrawal (face or head),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Dilated pupils"
529,hsum_sop_with12,Street opioids,Symptom - Withdrawal (face or head),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Dry mouth"
530,hsum_sop_with13,Street opioids,Symptom - Withdrawal (face or head),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Fever"
531,hsum_sop_with14,Street opioids,Symptom - Withdrawal (face or head),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Headaches or Migraines"
532,hsum_sop_with15,Street opioids,Symptom - Withdrawal (face or head),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Mouth sores"
533,hsum_sop_with16,Street opioids,Symptom - Withdrawal (face or head),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Runny nose"
534,hsum_sop_with17,Street opioids,Symptom - Withdrawal (face or head),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Teary eyes"
535,hsum_sop_with18,Street opioids,Symptom - Withdrawal (face or head),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Yawning"
536,hsum_sop_with19,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Anxiety or Nervousness"
537,hsum_sop_with20,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Depression or Sadness"
538,hsum_sop_with21,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Trouble enjoying things"
539,hsum_sop_with22,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Anger or Irritability"
540,hsum_sop_with23,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Trouble concentrating"
541,hsum_sop_with24,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Trouble paying attention"
542,hsum_sop_with25,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Trouble thinking clearly"
543,hsum_sop_with26,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Restlessness"
544,hsum_sop_with27,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Seeing things that weren't really there"
545,hsum_sop_with28,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Feeling things that weren't really there"
546,hsum_sop_with29,Street opioids,"Symptom - Withdrawal (think, feel, or behave)",radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Hearing things that weren't really there"
547,hsum_sop_with30,Street opioids,Symptom - Withdrawal (appetite or sleeping),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Decreased appetite"
548,hsum_sop_with31,Street opioids,Symptom - Withdrawal (appetite or sleeping),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Increased appetite"
549,hsum_sop_with32,Street opioids,Symptom - Withdrawal (appetite or sleeping),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Sleeping too much"
550,hsum_sop_with33,Street opioids,Symptom - Withdrawal (appetite or sleeping),radio,hsum_sop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of street opioids, I experienced: Insomnia or trouble sleeping"
551,hsum_pop_sud01,Prescription opioids,Symptom - SUD (craving),radio,hsum_pop_freq,>= 3,symptom_4pt,Reminders of prescription opioids gave me a strong urge to use prescription opioids.
552,hsum_pop_sud02,Prescription opioids,Symptom - SUD (craving),radio,hsum_pop_freq,>= 3,symptom_4pt,I craved prescription opioids.
553,hsum_pop_sud03,Prescription opioids,Symptom - SUD (craving),radio,hsum_pop_freq,>= 3,symptom_4pt,I had strong desires to use prescription opioids.
554,hsum_pop_sud04,Prescription opioids,Symptom - SUD (hazardous use),radio,hsum_pop_freq,>= 3,symptom_4pt,I drove a car while intoxicated under the influence of prescription opioids.
555,hsum_pop_sud05,Prescription opioids,Symptom - SUD (hazardous use),radio,hsum_pop_freq,>= 3,symptom_4pt,"When I was under the influence of prescription opioids, I was in a situation where I could have gotten hurt (e.g., when riding a bicycle, swimming, operating machinery)."
556,hsum_pop_sud06,Prescription opioids,Symptom - SUD (hazardous use),radio,hsum_pop_freq,>= 3,symptom_4pt,I damaged something valuable while using prescription opioids.
557,hsum_pop_sud07,Prescription opioids,Symptom - SUD (hazardous use),radio,hsum_pop_freq,>= 3,symptom_4pt,I did risky or dangerous things while using prescription opioids that I would not have done sober.
558,hsum_pop_sud08,Prescription opioids,Symptom - SUD (impaired control),radio,hsum_pop_freq,>= 3,symptom_4pt,I was not able to cut back on using prescription opioids when I wanted to.
559,hsum_pop_sud09,Prescription opioids,Symptom - SUD (impaired control),radio,hsum_pop_freq,>= 3,symptom_4pt,I used too much prescription opioids.
560,hsum_pop_sud10,Prescription opioids,Symptom - SUD (impaired control),radio,hsum_pop_freq,>= 3,symptom_4pt,"I tried to use prescription opioids only at certain times, but it did not work for long."
561,hsum_pop_sud11,Prescription opioids,Symptom - SUD (impaired control),radio,hsum_pop_freq,>= 3,symptom_4pt,I got high on prescription opioids despite previously deciding not to.
562,hsum_pop_sud12,Prescription opioids,Symptom - SUD (role interference),radio,hsum_pop_freq,>= 3,symptom_4pt,I continued to use prescription opioids even though it made my performance at work suffer.
563,hsum_pop_sud13,Prescription opioids,Symptom - SUD (role interference),radio,hsum_pop_freq,>= 3,symptom_4pt,"Using prescription opioids or being sick from using prescription opioids got in the way of my taking care of myself, my home, or my family."
564,hsum_pop_sud14,Prescription opioids,Symptom - SUD (role interference),radio,hsum_pop_freq,>= 3,symptom_4pt,"I missed work, school, or other obligations because I was getting over the effects of using prescription opioids."
565,hsum_pop_sud15,Prescription opioids,Symptom - SUD (tolerance),radio,hsum_pop_freq,>= 3,symptom_4pt,"Over time, I needed to use more prescription opioids to get the same effect."
566,hsum_pop_sud16,Prescription opioids,Symptom - SUD (tolerance),radio,hsum_pop_freq,>= 3,symptom_4pt,I've noticed that using prescription opioids does not have the same effect that it used to have.
567,hsum_pop_sud17,Prescription opioids,Symptom - SUD (tolerance),radio,hsum_pop_freq,>= 3,symptom_4pt,I used prescription opioids a lot more than others before feeling high.
568,hsum_pop_with01,Prescription opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Goose bumps"
569,hsum_pop_with02,Prescription opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Heart racing"
570,hsum_pop_with03,Prescription opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Muscle aches"
571,hsum_pop_with04,Prescription opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Physical shakes"
572,hsum_pop_with05,Prescription opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Seizures"
573,hsum_pop_with06,Prescription opioids,Symptom - Withdrawal (bodily sensations),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Sweating"
574,hsum_pop_with07,Prescription opioids,Symptom - Withdrawal (digestive problems),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Constipation"
575,hsum_pop_with08,Prescription opioids,Symptom - Withdrawal (digestive problems),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Diarrhea"
576,hsum_pop_with09,Prescription opioids,Symptom - Withdrawal (digestive problems),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Nausea or Vomiting"
577,hsum_pop_with10,Prescription opioids,Symptom - Withdrawal (face or head),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Coughing"
578,hsum_pop_with11,Prescription opioids,Symptom - Withdrawal (face or head),radio,hsum_pop_freq,>= 3,symptom_4pt,"As a result of stopping, quitting, or cutting down on my use of prescription opioids, I experienced: Dilated pupils"
